role,source_file,source_id,pixel_0,pixel_1,pixel_2,pixel_3,pixel_4,pixel_5,pixel_6,pixel_7,pixel_8,pixel_9,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17,pixel_18,pixel_19,pixel_20,pixel_21,pixel_22,pixel_23,pixel_24,pixel_25,pixel_26,pixel_27,pixel_28,pixel_29,pixel_30,pixel_31,pixel_32,pixel_33,pixel_34,pixel_35,pixel_36,pixel_37,pixel_38,pixel_39,pixel_40,pixel_41,pixel_42,pixel_43,pixel_44,pixel_45,pixel_46,pixel_47,pixel_48,pixel_49,pixel_50,pixel_51,pixel_52,pixel_53,pixel_54,pixel_55,pixel_56,pixel_57,pixel_58,pixel_59,pixel_60,pixel_61,pixel_62,pixel_63,label
assessment,optdigits.tes,1672,0,0,0,0,8,10,0,0,0,0,0,0,13,6,0,0,0,0,0,5,13,0,0,0,0,0,2,14,3,10,10,0,0,1,14,15,10,16,6,0,0,14,14,12,15,16,2,0,0,3,0,0,8,14,0,0,0,0,0,0,5,10,0,0,4
assessment,optdigits.tes,1457,0,0,0,5,15,2,0,0,0,0,0,14,10,2,0,0,0,0,12,14,4,15,0,0,0,6,16,4,9,15,8,0,0,14,15,11,15,16,9,0,0,7,15,15,16,11,0,0,0,0,0,3,16,6,0,0,0,0,0,6,16,2,0,0,4
assessment,optdigits.tes,874,0,0,0,6,14,0,0,0,0,0,4,16,6,0,0,0,0,0,14,10,1,2,0,0,0,6,16,4,12,10,0,0,0,14,11,0,16,8,0,0,4,16,16,16,16,10,0,0,1,11,12,12,16,5,0,0,0,0,0,8,16,4,0,0,4
assessment,optdigits.tes,145,0,0,0,5,14,0,0,0,0,0,1,15,13,0,0,0,0,0,9,16,13,0,0,0,0,5,16,15,13,0,0,0,0,8,16,16,16,15,9,0,0,0,4,10,14,8,5,0,0,0,0,8,12,0,0,0,0,0,0,7,10,0,0,0,4
assessment,optdigits.tes,378,0,0,1,15,7,0,0,0,0,0,6,16,3,0,0,0,0,1,16,10,0,1,3,0,0,5,16,3,1,12,15,0,0,11,16,8,14,15,3,0,0,6,16,16,16,5,0,0,0,0,1,14,11,0,0,0,0,0,2,16,12,0,0,0,4
assessment,optdigits.tes,1778,0,0,0,2,14,0,0,0,0,0,0,4,15,0,0,0,0,0,0,11,10,5,7,0,0,0,11,15,2,13,7,0,0,10,16,8,8,16,6,0,0,8,12,12,13,15,1,0,0,0,0,0,10,10,0,0,0,0,0,1,13,3,0,0,4
assessment,optdigits.tes,888,0,0,0,5,15,4,0,0,0,0,1,15,11,0,0,0,0,0,12,14,2,0,0,0,0,5,16,7,7,10,0,0,0,12,16,16,16,12,0,0,0,11,12,14,16,14,1,0,0,0,0,0,16,9,0,0,0,0,0,4,16,6,0,0,4
assessment,optdigits.tes,195,0,0,0,0,11,5,0,0,0,0,0,8,16,2,0,0,0,0,4,15,16,3,0,0,0,0,12,6,16,3,0,0,0,5,15,0,15,5,3,0,0,6,16,16,16,11,4,0,0,0,0,0,14,0,0,0,0,0,0,0,12,2,0,0,4
fit,optdigits.tra,1331,0,0,15,2,0,0,0,0,0,5,16,15,11,5,0,0,0,7,16,15,12,13,4,0,0,1,15,7,0,0,0,0,0,0,5,16,5,0,0,0,0,0,0,10,14,0,0,0,0,0,1,12,15,0,0,0,0,0,11,16,6,0,0,0,5
fit,optdigits.tra,1966,0,0,7,16,15,11,5,0,0,0,14,11,8,8,5,0,0,1,16,2,8,5,0,0,0,8,15,15,15,15,3,0,0,8,15,5,0,12,4,0,0,0,0,0,2,15,1,0,0,0,6,8,13,8,0,0,0,0,8,15,10,0,0,0,5
fit,optdigits.tra,1437,0,3,12,16,16,14,0,0,0,13,16,14,8,5,0,0,0,10,10,0,0,0,0,0,0,5,15,3,0,0,0,0,0,0,14,9,0,0,0,0,0,0,7,14,1,0,0,0,0,0,10,16,4,0,0,0,0,0,15,15,2,0,0,0,5
fit,optdigits.tra,1095,0,0,10,12,13,9,4,0,0,2,16,11,8,5,3,0,0,3,16,1,0,0,0,0,0,7,16,16,15,3,0,0,0,6,12,9,14,15,1,0,0,0,0,0,6,16,2,0,0,0,4,4,13,15,1,0,0,0,13,15,9,2,0,0,5
fit,optdigits.tra,2709,0,0,4,10,14,14,8,0,0,7,16,15,11,8,4,0,0,2,15,9,3,0,0,0,0,0,12,16,16,7,0,0,0,0,0,4,9,16,4,0,0,0,0,0,0,13,8,0,0,0,7,12,11,16,5,0,0,0,4,16,10,5,0,0,5
fit,optdigits.tra,1021,0,0,10,12,13,11,2,0,0,0,14,9,8,8,2,0,0,0,15,0,0,0,0,0,0,6,16,6,0,0,0,0,0,3,12,13,15,5,0,0,0,0,0,0,6,13,1,0,0,0,9,5,4,14,0,0,0,0,8,15,15,7,0,0,5
fit,optdigits.tra,3372,0,0,7,14,14,13,3,0,0,0,14,7,4,9,6,0,0,4,13,0,0,0,0,0,0,6,16,14,8,1,0,0,0,0,0,3,9,13,0,0,0,0,0,0,0,13,0,0,0,0,9,0,3,14,0,0,0,0,11,16,14,3,0,0,5
fit,optdigits.tra,238,0,0,1,8,13,10,2,0,0,0,11,16,13,13,3,0,0,4,15,0,0,0,0,0,0,3,15,7,1,0,0,0,0,0,8,15,15,7,0,0,0,0,0,2,10,16,2,0,0,0,2,7,8,16,4,0,0,0,2,15,12,7,0,0,5
fit,optdigits.tra,2934,0,2,13,12,13,16,4,0,0,4,15,9,8,8,0,0,0,4,12,0,0,0,0,0,0,6,15,12,5,0,0,0,0,2,11,10,16,2,0,0,0,0,0,0,12,6,0,0,0,0,2,9,15,3,0,0,0,1,13,10,2,0,0,0,5
fit,optdigits.tra,2713,0,0,8,14,15,11,0,0,0,1,16,14,8,8,0,0,0,2,16,10,2,0,0,0,0,1,12,16,14,2,0,0,0,0,0,0,11,10,0,0,0,0,0,0,7,13,0,0,0,0,14,14,16,3,0,0,0,0,12,10,5,0,0,0,5
fit,optdigits.tra,2533,0,1,10,13,15,11,1,0,0,4,16,12,8,7,0,0,0,5,16,4,5,1,0,0,0,3,16,16,15,15,2,0,0,0,0,1,5,14,5,0,0,0,0,0,0,15,5,0,0,7,11,6,6,16,4,0,0,2,10,14,14,8,0,0,5
fit,optdigits.tra,512,0,2,15,13,11,8,1,0,0,7,16,14,13,12,3,0,0,8,16,4,0,0,0,0,0,4,16,16,14,3,0,0,0,0,3,4,13,14,0,0,0,0,0,0,1,15,7,0,0,0,7,3,2,13,10,0,0,2,15,16,16,16,9,0,5
fit,optdigits.tra,1168,0,0,7,8,8,8,0,0,0,0,12,16,14,12,0,0,0,0,15,5,2,0,0,0,0,0,14,16,13,2,0,0,0,0,7,4,12,9,0,0,0,0,0,0,6,12,0,0,0,0,11,12,16,10,0,0,0,0,8,13,8,1,0,0,5
fit,optdigits.tra,3582,0,0,8,15,16,8,0,0,0,3,13,13,6,2,0,0,0,13,8,0,0,0,0,0,0,5,16,5,0,0,0,0,0,0,8,14,2,0,0,0,0,0,0,13,11,0,0,0,0,0,4,13,16,0,0,0,0,0,7,16,8,0,0,0,5
fit,optdigits.tra,2685,0,0,12,16,15,5,0,0,0,3,15,8,7,5,0,0,0,9,13,8,8,2,0,0,0,4,15,12,15,16,3,0,0,0,0,0,1,14,8,0,0,0,1,0,0,11,10,0,0,2,16,9,9,15,3,0,0,0,8,11,13,4,0,0,5
fit,optdigits.tra,2925,0,2,11,10,12,13,7,0,0,7,16,13,11,12,5,0,0,4,16,4,4,1,0,0,0,4,16,16,16,16,5,0,0,0,2,2,1,13,8,0,0,0,0,0,0,14,6,0,0,0,9,5,13,14,0,0,0,0,15,12,9,2,0,0,5
fit,optdigits.tra,3588,0,0,9,16,16,14,0,0,0,3,15,10,2,5,0,0,0,11,9,0,0,0,0,0,0,8,14,1,0,0,0,0,0,1,15,5,0,0,0,0,0,0,11,9,0,0,0,0,0,0,9,12,0,0,0,0,0,0,14,9,0,0,0,0,5
fit,optdigits.tra,3300,0,0,2,10,13,4,0,0,0,0,11,16,15,5,0,0,0,5,16,11,2,0,0,0,0,10,15,2,0,0,0,0,0,3,13,15,5,0,0,0,0,0,0,8,16,6,0,0,0,0,2,10,16,7,0,0,0,0,3,15,10,0,0,0,5
fit,optdigits.tra,2997,0,0,5,8,14,14,8,0,0,4,16,13,12,9,4,0,0,4,16,0,0,0,0,0,0,5,16,8,2,0,0,0,0,0,6,14,16,8,0,0,0,0,0,0,6,16,2,0,0,0,11,8,10,15,1,0,0,0,8,13,10,1,0,0,5
fit,optdigits.tra,3735,0,0,9,14,8,8,0,0,0,4,16,16,16,16,2,0,0,8,16,4,1,0,0,0,0,1,16,8,0,0,0,0,0,0,7,16,9,0,0,0,0,0,0,3,16,6,0,0,0,0,4,9,15,13,0,0,0,0,14,13,12,5,0,0,5
fit,optdigits.tra,1666,0,0,6,15,16,16,5,0,0,3,16,14,8,4,1,0,0,10,16,11,3,0,0,0,0,11,16,16,15,3,0,0,0,1,2,1,14,12,0,0,0,0,0,0,7,16,1,0,0,0,5,13,11,15,0,0,0,0,7,16,15,3,0,0,5
fit,optdigits.tra,2675,0,0,4,12,12,6,0,0,0,0,3,6,4,8,0,0,0,3,13,6,8,3,0,0,0,4,16,13,12,15,2,0,0,0,3,0,0,10,8,0,0,0,0,0,0,8,6,0,0,0,7,6,5,14,2,0,0,0,3,14,15,6,0,0,5
fit,optdigits.tra,116,0,1,11,13,13,12,7,0,0,2,16,6,4,10,9,0,0,2,16,2,0,0,0,0,0,4,16,16,16,4,0,0,0,1,10,5,7,12,0,0,0,0,0,0,5,11,0,0,0,0,1,5,14,3,0,0,0,0,15,14,7,0,0,0,5
fit,optdigits.tra,1978,0,0,6,9,12,12,8,0,0,2,16,12,8,8,6,0,0,0,15,8,4,0,0,0,0,0,14,16,16,13,1,0,0,0,9,7,5,16,7,0,0,0,0,0,2,16,5,0,0,0,0,6,15,9,0,0,0,0,15,15,7,0,0,0,5
fit,optdigits.tra,1478,0,0,4,14,16,7,0,0,0,1,16,14,8,5,0,0,0,8,10,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,16,5,0,0,0,0,0,7,16,4,0,0,0,5
fit,optdigits.tra,2063,0,0,3,11,14,16,4,0,0,9,16,16,16,9,3,0,0,15,14,6,2,0,0,0,0,10,16,5,0,0,0,0,0,3,13,15,5,0,0,0,0,0,1,10,15,6,0,0,0,0,0,7,15,15,0,0,0,0,2,15,16,15,0,0,5
fit,optdigits.tra,229,0,0,6,12,14,10,0,0,0,4,16,13,10,13,0,0,0,8,9,0,0,0,0,0,0,6,14,10,7,0,0,0,0,0,8,9,15,11,0,0,0,0,0,0,1,14,7,0,0,0,4,8,8,15,5,0,0,0,5,16,12,6,0,0,5
fit,optdigits.tra,1482,0,0,3,13,16,16,3,0,0,0,8,10,5,5,0,0,0,7,15,0,0,0,0,0,0,10,13,2,0,0,0,0,0,3,15,14,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,7,13,0,0,0,0,0,3,16,11,0,0,0,5
fit,optdigits.tra,1035,0,0,6,12,13,12,6,0,0,0,6,8,2,5,7,0,0,0,12,2,0,0,0,0,0,7,15,12,7,2,0,0,0,2,8,8,9,15,4,0,0,0,0,0,0,7,7,0,0,0,4,5,4,13,2,0,0,0,4,15,16,6,0,0,5
fit,optdigits.tra,973,0,0,5,9,13,13,0,0,0,0,11,16,9,4,0,0,0,0,7,12,0,0,0,0,0,0,10,15,12,12,2,0,0,0,3,12,8,14,7,0,0,0,0,0,0,13,4,0,0,0,1,9,14,12,1,0,0,0,3,16,10,1,0,0,5
fit,optdigits.tra,794,0,0,8,12,13,14,4,0,0,0,15,8,2,4,1,0,0,1,16,5,2,0,0,0,0,4,12,13,14,8,0,0,0,0,0,0,1,12,4,0,0,0,0,0,0,8,5,0,0,0,6,3,2,14,2,0,0,0,9,16,14,5,0,0,5
fit,optdigits.tra,362,0,0,6,16,16,10,0,0,0,5,16,16,13,6,0,0,0,1,15,15,1,0,0,0,0,0,4,16,5,0,0,0,0,0,0,14,11,0,0,0,0,0,0,13,14,0,0,0,0,0,9,16,11,0,0,0,0,0,8,15,5,0,0,0,5
fit,optdigits.tra,2699,0,2,8,12,15,15,2,0,0,13,16,16,13,12,3,0,0,12,16,9,0,0,0,0,0,6,16,16,7,0,0,0,0,0,4,10,15,0,0,0,0,0,2,4,16,4,0,0,0,4,16,16,13,0,0,0,0,0,15,15,5,0,0,0,5
fit,optdigits.tra,3069,0,1,11,12,12,13,2,0,0,7,16,9,8,8,2,0,0,7,14,8,8,1,0,0,0,3,15,11,11,13,0,0,0,0,0,0,4,16,0,0,0,0,0,0,9,13,0,0,0,0,2,11,14,4,0,0,0,0,12,9,1,0,0,0,5
fit,optdigits.tra,1092,0,1,8,15,16,12,3,0,0,4,16,13,5,6,2,0,0,0,16,7,1,0,0,0,0,6,16,16,15,8,0,0,0,1,12,8,12,16,5,0,0,0,0,0,5,16,5,0,0,0,3,8,15,12,0,0,0,0,8,14,8,0,0,0,5
fit,optdigits.tra,1831,0,0,6,15,16,16,16,11,0,0,10,15,16,14,10,2,0,0,3,16,8,0,0,0,0,0,3,16,13,1,0,0,0,0,0,9,16,9,0,0,0,0,0,0,15,15,1,0,0,0,0,10,15,7,0,0,0,0,5,15,3,0,0,0,5
fit,optdigits.tra,1374,0,0,7,14,16,8,0,0,0,1,16,16,8,6,0,0,0,8,16,10,0,0,0,0,0,14,16,16,10,1,0,0,0,7,12,8,15,6,0,0,0,0,0,0,14,9,0,0,0,0,3,9,16,6,0,0,0,0,12,16,10,1,0,0,5
fit,optdigits.tra,537,0,0,11,16,16,12,5,0,0,1,16,10,8,8,5,0,0,2,16,10,7,1,0,0,0,3,16,13,14,12,1,0,0,0,5,0,2,15,5,0,0,0,0,0,0,13,7,0,0,0,6,5,10,16,2,0,0,0,12,14,12,6,0,0,5
fit,optdigits.tra,2174,0,0,6,9,12,16,10,0,0,0,11,13,5,4,4,0,0,0,12,4,0,0,0,0,0,3,15,3,4,2,0,0,0,2,16,14,12,14,7,0,0,0,1,0,0,10,4,0,0,12,13,0,1,13,2,0,0,0,6,16,16,7,0,0,5
fit,optdigits.tra,3438,0,0,4,10,12,8,0,0,0,0,9,16,12,11,0,0,0,0,12,9,3,0,0,0,0,0,13,16,16,6,0,0,0,0,9,6,8,13,1,0,0,0,0,0,4,16,3,0,0,0,13,12,14,13,1,0,0,0,7,14,10,0,0,0,5
fit,optdigits.tra,66,0,0,10,16,16,16,4,0,0,2,14,8,1,1,0,0,0,7,15,12,12,7,0,0,0,3,9,7,5,16,6,0,0,0,0,0,0,5,8,0,0,0,0,0,0,13,7,0,0,0,11,4,13,12,0,0,0,0,9,13,9,0,0,0,5
fit,optdigits.tra,545,0,0,12,13,14,5,0,0,0,0,16,9,8,6,0,0,0,3,16,2,3,0,0,0,0,5,16,16,16,8,0,0,0,0,2,0,4,16,3,0,0,0,0,0,0,15,8,0,0,0,3,0,4,16,7,0,0,0,11,16,16,13,1,0,5
fit,optdigits.tra,1622,0,0,4,16,13,13,5,0,0,0,9,15,7,4,2,0,0,3,14,9,0,0,0,0,0,5,16,16,13,5,0,0,0,0,0,2,10,15,1,0,0,0,0,0,5,15,1,0,0,0,1,4,14,6,0,0,0,0,2,16,10,0,0,0,5
fit,optdigits.tra,960,0,1,9,14,16,16,13,0,0,8,16,12,7,4,2,0,0,10,15,4,2,0,0,0,0,8,16,16,15,3,0,0,0,0,3,6,15,13,0,0,0,0,0,0,5,16,2,0,0,0,2,4,8,16,4,0,0,0,13,16,16,10,0,0,5
fit,optdigits.tra,786,0,1,12,12,13,13,4,0,0,3,14,6,4,2,1,0,0,5,11,6,2,0,0,0,0,6,16,12,15,4,0,0,0,1,1,0,5,14,0,0,0,0,0,0,2,16,0,0,0,0,4,3,7,14,0,0,0,2,14,16,14,3,0,0,5
fit,optdigits.tra,2679,0,0,10,16,16,15,0,0,0,3,15,9,8,4,0,0,0,9,13,6,2,0,0,0,0,8,16,16,16,11,0,0,0,1,8,5,10,16,7,0,0,0,0,0,0,12,9,0,0,0,4,9,14,16,4,0,0,0,11,13,11,5,0,0,5
fit,optdigits.tra,189,0,1,14,13,16,12,1,0,0,9,16,13,7,8,1,0,0,10,16,11,7,0,0,0,0,1,13,16,16,6,0,0,0,0,0,0,5,12,0,0,0,0,0,0,5,11,0,0,0,0,1,6,15,9,0,0,0,0,13,15,8,1,0,0,5
fit,optdigits.tra,3038,0,1,12,13,16,15,1,0,0,3,16,16,10,5,0,0,0,0,12,12,0,0,0,0,0,0,8,14,1,0,0,0,0,0,3,15,5,0,0,0,0,0,0,13,8,0,0,0,0,0,11,16,9,0,0,0,0,1,13,16,3,0,0,0,5
fit,optdigits.tra,475,0,0,11,16,16,16,6,0,0,4,16,13,10,4,2,0,0,4,16,0,0,0,0,0,0,1,15,10,0,0,0,0,0,0,6,15,9,0,0,0,0,2,1,3,16,1,0,0,0,9,11,5,16,2,0,0,0,1,11,16,14,0,0,0,5
fit,optdigits.tra,1208,0,0,2,11,15,8,0,0,0,0,14,13,13,8,0,0,0,0,14,8,8,4,0,0,0,0,7,16,16,14,2,0,0,0,1,4,1,13,6,0,0,0,0,0,0,7,13,0,0,0,10,7,2,7,12,0,0,0,2,10,14,16,7,0,5
validation,optdigits.tra,2756,0,0,15,12,7,15,6,0,0,8,16,16,16,14,5,0,0,10,16,5,1,0,0,0,0,8,16,9,1,0,0,0,0,0,5,15,13,0,0,0,0,0,0,5,16,4,0,0,0,0,0,10,15,0,0,0,0,0,15,16,6,0,0,0,5
validation,optdigits.tra,2467,0,0,5,12,13,11,3,0,0,2,16,12,8,6,3,0,0,4,16,9,3,0,0,0,0,7,16,16,16,7,0,0,0,3,8,4,11,14,0,0,0,0,0,0,4,16,2,0,0,0,2,6,12,16,2,0,0,0,8,12,8,3,0,0,5
validation,optdigits.tra,3630,0,0,5,16,16,5,0,0,0,5,16,11,7,1,0,0,0,11,16,14,5,0,0,0,0,4,8,11,16,13,1,0,0,0,0,0,4,16,7,0,0,0,2,0,0,9,11,0,0,0,8,11,8,15,7,0,0,0,3,12,16,9,0,0,5
validation,optdigits.tra,2600,0,4,16,16,15,5,0,0,0,7,15,13,13,14,5,0,0,2,15,8,0,0,1,0,0,0,6,15,4,0,0,0,0,0,0,15,7,0,0,0,0,0,0,11,12,0,0,0,0,0,2,15,9,0,0,0,0,1,16,15,3,0,0,0,5
validation,optdigits.tra,2276,0,0,8,14,15,8,0,0,0,5,15,11,8,10,0,0,0,7,12,0,0,0,0,0,0,9,16,16,4,0,0,0,0,3,8,9,13,0,0,0,0,0,0,1,13,0,0,0,0,0,6,9,14,0,0,0,0,0,7,13,8,0,0,0,5
validation,optdigits.tra,402,0,1,9,12,12,15,6,0,0,1,16,11,8,8,4,0,0,6,16,5,4,2,0,0,0,7,16,16,16,15,2,0,0,0,2,2,3,14,6,0,0,0,0,0,2,14,6,0,0,2,11,8,12,13,2,0,0,1,11,16,10,2,0,0,5
validation,optdigits.tra,1442,0,0,5,14,16,14,0,0,0,7,16,15,8,8,0,0,0,14,13,0,0,0,0,0,0,13,16,13,3,0,0,0,0,0,5,11,15,1,0,0,0,0,0,0,16,9,0,0,0,0,5,11,16,8,0,0,0,0,11,16,10,1,0,0,5
validation,optdigits.tra,1956,0,0,4,16,13,16,13,0,0,0,12,11,5,4,2,0,0,1,16,1,9,8,2,0,0,8,16,14,10,13,6,0,0,1,4,0,0,9,6,0,0,0,0,0,5,11,1,0,0,0,1,6,14,4,0,0,0,0,6,15,5,0,0,0,5
validation,optdigits.tra,2681,0,0,7,13,11,3,0,0,0,2,15,8,8,2,0,0,0,6,11,3,3,0,0,0,0,7,16,16,16,13,2,0,0,1,8,5,3,11,10,0,0,0,0,0,0,2,14,0,0,0,2,5,4,10,15,0,0,0,8,16,16,14,4,0,5
validation,optdigits.tra,2461,0,0,11,16,16,14,4,0,0,3,16,10,11,9,5,0,0,5,15,3,0,0,0,0,0,4,16,16,15,3,0,0,0,3,13,12,15,14,0,0,0,0,0,0,6,16,0,0,0,0,4,12,16,10,0,0,0,0,9,11,6,0,0,0,5
validation,optdigits.tra,3081,0,1,7,6,12,14,7,0,0,4,16,13,7,4,1,0,0,5,14,4,2,0,0,0,0,5,16,16,15,3,0,0,0,1,7,3,14,8,0,0,0,0,0,0,12,6,0,0,0,1,3,5,15,2,0,0,0,1,13,13,5,0,0,0,5
validation,optdigits.tra,118,0,0,11,10,8,14,10,0,0,1,16,14,12,12,7,0,0,0,16,8,0,0,0,0,0,5,16,16,10,2,0,0,0,2,8,8,12,15,1,0,0,0,0,0,5,16,3,0,0,0,5,9,16,10,0,0,0,2,12,12,4,0,0,0,5
validation,optdigits.tra,806,0,0,13,15,16,16,3,0,0,1,14,4,4,0,0,0,0,2,14,11,7,1,0,0,0,2,15,9,13,11,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,14,3,0,0,3,13,4,6,14,0,0,0,0,13,16,12,3,0,0,5
validation,optdigits.tra,3662,0,0,5,12,12,14,5,0,0,0,13,13,11,8,4,0,0,5,16,1,0,0,0,0,0,8,16,16,12,2,0,0,0,1,7,8,15,15,0,0,0,0,0,0,1,16,1,0,0,0,5,9,11,15,0,0,0,0,5,14,11,3,0,0,5
validation,optdigits.tra,3599,0,0,5,16,16,8,0,0,0,3,11,11,7,4,0,0,0,11,11,0,0,0,0,0,0,13,15,7,0,0,0,0,0,3,8,13,8,0,0,0,0,0,0,2,15,2,0,0,0,0,8,5,15,6,0,0,0,0,7,16,15,3,0,0,5
assessment,optdigits.tes,1651,0,0,15,13,13,13,0,0,0,0,16,16,11,3,0,0,0,0,12,13,0,0,0,0,0,0,5,16,3,0,0,0,0,0,0,11,10,0,0,0,0,0,0,10,14,0,0,0,0,0,9,16,10,0,0,0,0,0,11,15,1,0,0,0,5
assessment,optdigits.tes,802,0,2,12,13,16,16,4,0,0,11,16,13,7,4,1,0,0,13,14,0,0,0,0,0,0,1,15,12,0,0,0,0,0,0,6,16,3,0,0,0,0,0,0,13,7,0,0,0,0,3,5,16,7,0,0,0,0,3,13,15,0,0,0,0,5
assessment,optdigits.tes,1577,0,8,13,15,16,16,8,0,0,9,16,16,13,11,5,0,0,6,16,12,0,0,0,0,0,1,14,14,0,0,0,0,0,0,8,16,2,0,0,0,0,0,8,15,0,0,0,0,0,3,14,11,0,0,0,0,0,9,16,6,0,0,0,0,5
assessment,optdigits.tes,1362,0,0,4,9,13,13,0,0,0,1,13,15,6,2,0,0,0,0,9,7,0,0,0,0,0,0,13,3,4,0,0,0,0,2,16,16,16,8,0,0,0,2,11,3,0,10,4,0,0,0,2,5,4,15,1,0,0,0,3,12,14,8,0,0,5
assessment,optdigits.tes,177,0,7,16,16,16,11,2,0,0,5,16,12,8,6,1,0,0,9,16,1,0,0,0,0,0,2,16,15,3,0,0,0,0,0,5,16,14,1,0,0,0,0,0,2,16,10,0,0,0,1,7,13,16,3,0,0,0,4,15,16,6,0,0,0,5
assessment,optdigits.tes,626,0,0,10,12,13,16,2,0,0,4,15,6,4,4,0,0,0,5,10,0,0,0,0,0,0,5,16,16,16,9,0,0,0,2,11,3,3,12,0,0,0,0,0,0,2,13,0,0,0,0,4,1,9,10,0,0,0,0,16,16,13,1,0,0,5
assessment,optdigits.tes,1405,0,0,9,16,16,16,4,0,0,0,8,16,5,4,0,0,0,1,15,9,0,0,0,0,0,9,15,8,7,3,0,0,0,3,12,12,14,16,5,0,0,0,0,0,1,11,12,0,0,0,1,2,1,11,10,0,0,0,9,16,16,16,4,0,5
assessment,optdigits.tes,374,0,0,7,11,12,14,2,0,0,8,16,9,4,3,0,0,0,10,15,5,0,0,0,0,0,3,12,16,14,4,0,0,0,0,0,2,13,16,2,0,0,0,0,0,0,15,9,0,0,0,2,4,8,15,9,0,0,0,10,16,13,8,0,0,5
assessment,optdigits.tes,1275,0,4,7,13,16,16,4,0,0,11,16,14,9,2,0,0,0,14,5,0,0,0,0,0,0,12,8,0,0,0,0,0,0,9,12,0,0,0,0,0,0,2,13,16,9,0,0,0,0,1,3,14,16,3,0,0,0,4,14,16,13,0,0,0,5
assessment,optdigits.tes,1683,0,0,8,14,16,16,0,0,0,0,14,13,8,8,0,0,0,2,16,6,0,0,0,0,0,6,16,13,16,13,0,0,0,3,16,16,12,16,7,0,0,0,4,1,2,14,6,0,0,0,1,6,16,11,0,0,0,0,11,15,8,1,0,0,5
assessment,optdigits.tes,34,0,6,13,5,8,8,1,0,0,8,16,16,16,16,6,0,0,6,16,9,6,4,0,0,0,6,16,16,15,5,0,0,0,0,4,5,15,12,0,0,0,0,0,3,16,9,0,0,0,1,8,13,15,3,0,0,0,4,16,15,3,0,0,0,5
assessment,optdigits.tes,672,0,1,13,16,16,11,1,0,0,8,16,16,13,11,1,0,0,11,13,1,0,0,0,0,0,10,13,2,0,0,0,0,0,2,14,15,6,0,0,0,0,0,0,8,16,6,0,0,0,0,6,9,15,9,0,0,0,0,13,16,15,3,0,0,5
assessment,optdigits.tes,1576,0,0,7,15,16,16,1,0,0,9,16,16,10,5,0,0,0,14,16,16,15,0,0,0,0,11,14,13,16,2,0,0,0,0,0,6,16,1,0,0,0,0,0,12,12,0,0,0,0,0,6,16,7,0,0,0,0,0,10,13,0,0,0,0,5
assessment,optdigits.tes,1525,0,0,9,9,12,12,0,0,0,0,14,10,8,3,0,0,0,0,13,6,3,0,0,0,0,0,13,16,15,12,2,0,0,0,0,0,0,5,9,0,0,0,0,0,0,2,12,0,0,0,5,1,2,11,8,0,0,0,10,16,16,11,1,0,5
assessment,optdigits.tes,458,0,0,4,12,16,16,11,2,0,0,15,13,8,11,8,1,0,2,15,13,16,8,0,0,0,6,16,13,13,16,2,0,0,7,11,2,2,16,6,0,0,0,0,0,5,15,2,0,0,0,9,6,13,10,0,0,0,0,7,14,13,1,0,0,5
assessment,optdigits.tes,563,0,0,11,13,12,12,3,0,0,5,14,4,4,7,2,0,0,7,10,1,4,1,0,0,0,8,15,14,12,15,2,0,0,2,7,0,0,12,4,0,0,0,0,0,1,16,3,0,0,1,8,3,10,12,0,0,0,1,12,16,12,2,0,0,5
assessment,optdigits.tes,911,0,0,14,12,12,13,3,0,0,0,16,8,8,6,1,0,0,0,14,7,5,0,0,0,0,0,15,15,16,2,0,0,0,0,13,3,6,8,0,0,0,0,0,0,3,13,0,0,0,0,5,4,8,12,1,0,0,1,15,15,11,3,0,0,5
assessment,optdigits.tes,1004,0,3,10,11,12,12,6,0,0,8,14,11,8,8,4,0,0,8,10,7,3,0,0,0,0,8,16,14,15,4,0,0,0,2,2,0,6,9,0,0,0,0,0,0,4,12,0,0,0,1,8,4,10,10,0,0,0,2,15,16,13,2,0,0,5
assessment,optdigits.tes,952,0,3,16,16,16,2,0,0,0,4,14,10,5,0,0,0,0,6,16,16,10,3,0,0,0,4,15,12,14,13,0,0,0,0,2,0,1,15,8,0,0,0,0,0,0,8,13,0,0,3,16,10,7,9,16,0,0,3,13,15,16,16,8,0,5
assessment,optdigits.tes,359,0,0,5,11,16,12,0,0,0,0,16,12,4,3,0,0,0,4,16,6,3,0,0,0,0,4,15,16,16,9,0,0,0,0,0,0,3,16,6,0,0,0,0,0,0,11,6,0,0,0,0,1,8,15,1,0,0,0,6,16,13,1,0,0,5
assessment,optdigits.tes,1191,0,3,16,13,15,16,11,0,0,5,16,14,12,8,10,0,0,2,16,12,0,0,0,0,0,0,7,16,12,0,0,0,0,0,0,7,16,8,0,0,0,0,0,0,13,11,0,0,0,3,6,8,16,7,0,0,0,2,15,15,9,0,0,0,5
