direct_adc,abdomen1_adc,abdomen2_adc,abdomen3_adc,abdomen4_adc
-630,72,-38,-45,-35
-618,74,-36,-41,-37
-594,74,-36,-36,-38
-564,74,-34,-31,-39
-541,76,-31,-27,-39
-534,78,-26,-25,-40
-549,79,-23,-25,-44
-583,77,-23,-25,-51
-623,72,-27,-25,-60
-654,66,-36,-24,-67
-666,61,-46,-23,-71
-655,60,-56,-22,-72
-627,64,-62,-24,-71
-591,71,-64,-26,-71
-556,77,-63,-29,-72
-531,78,-61,-31,-74
-521,73,-61,-32,-76
-530,65,-63,-32,-77
-555,55,-68,-31,-75
-585,49,-75,-31,-69
-610,48,-81,-31,-61
-617,52,-86,-30,-51
-603,61,-87,-27,-43
-573,70,-87,-22,-37
-540,78,-85,-17,-35
-519,81,-83,-13,-38
-517,80,-81,-11,-43
-531,76,-78,-13,-49
-553,71,-76,-17,-52
-573,68,-72,-21,-52
-585,68,-67,-24,-49
-588,71,-61,-25,-43
-584,75,-54,-23,-36
-577,79,-45,-19,-29
-573,80,-34,-14,-24
-570,79,-22,-10,-18
-567,76,-9,-7,-13
-561,73,4,-6,-8
-549,72,15,-6,-4
-530,74,23,-8,-4
-509,77,29,-9,-8
-492,81,31,-11,-14
-485,84,32,-13,-21
-490,86,32,-13,-25
-504,88,32,-9,-25
-518,90,31,-3,-19
-522,93,31,6,-9
-513,97,30,13,2
-495,102,30,15,9
-477,104,31,11,10
-469,102,35,2,4
-477,96,41,-9,-8
-498,90,48,-17,-21
-523,85,56,-20,-33
-542,84,62,-17,-40
-545,86,67,-13,-42
-532,89,68,-9,-42
-504,92,67,-8,-42
-471,93,63,-7,-44
-442,91,56,-8,-50
-423,89,48,-9,-60
-419,88,40,-13,-70
-429,87,33,-19,-78
-448,86,28,-27,-83
-467,84,23,-35,-84
-481,81,19,-40,-82
-486,78,15,-41,-81
-482,74,10,-39,-80
-473,72,7,-36,-79
-464,71,8,-33,-77
-459,73,14,-31,-71
-457,78,25,-27,-59
-455,87,39,-20,-44
-450,99,53,-11,-29
-441,110,65,-1,-18
-428,119,75,7,-13
-417,123,83,12,-14
-412,121,90,16,-17
-416,117,98,17,-19
-429,111,106,17,-21
-446,106,113,13,-24
-460,99,117,6,-30
-465,91,118,-5,-41
-457,81,117,-19,-55
-436,71,116,-31,-70
-409,65,115,-41,-82
-386,63,116,-48,-88
-377,66,117,-54,-88
-385,72,116,-60,-84
-407,75,109,-64,-77
-433,73,97,-65,-70
-450,67,79,-59,-62
-453,59,61,-47,-56
-440,53,47,-32,-52
-418,52,40,-17,-51
-395,55,40,-6,-54
-379,59,43,0,-59
-372,63,44,1,-64
-374,63,40,1,-67
-384,59,29,3,-68
-397,53,16,7,-66
-410,49,3,12,-63
-419,47,-6,15,-62
-422,50,-10,13,-63
-417,56,-13,7,-66
-406,63,-15,-3,-73
-395,69,-17,-15,-82
-390,72,-19,-25,-92
-393,70,-19,-31,-102
-405,66,-16,-32,-110
-422,61,-11,-29,-114
-441,55,-6,-25,-113
-457,50,-3,-20,-106
-468,48,-5,-18,-95
-472,46,-12,-16,-85
-466,45,-20,-17,-79
-452,45,-25,-20,-78
-431,45,-24,-26,-83
-411,45,-18,-33,-90
-399,45,-9,-41,-97
-401,47,-4,-48,-101
-416,48,-4,-52,-101
-440,48,-9,-51,-98
-465,46,-16,-48,-95
-485,42,-21,-45,-93
-497,37,-21,-44,-94
-503,33,-15,-44,-96
-504,32,-8,-43,-98
-499,34,-1,-39,-97
-490,39,2,-33,-94
-477,46,1,-26,-89
-465,51,-3,-22,-83
-460,51,-8,-21,-79
-464,47,-13,-23,-76
-473,41,-16,-25,-74
-482,36,-14,-25,-71
-483,36,-9,-21,-66
-473,42,-2,-16,-61
-459,52,5,-12,-57
-449,59,7,-13,-57
-450,60,2,-20,-61
-462,54,-10,-29,-65
-478,43,-23,-36,-68
-486,35,-35,-39,-67
-483,34,-42,-37,-63
-470,41,-44,-33,-59
-452,51,-46,-30,-60
-439,60,-52,-31,-66
-432,61,-61,-38,-78
-431,57,-72,-48,-92
-434,49,-81,-58,-101
-437,43,-82,-67,-103
-442,40,-74,-73,-96
-448,41,-60,-75,-82
-454,42,-43,-73,-63
-456,43,-27,-67,-45
-450,43,-14,-58,-32
-436,45,-3,-47,-28
-414,48,5,-39,-33
-393,52,13,-34,-46
-378,57,20,-34,-61
-373,60,24,-38,-74
-381,62,27,-41,-79
-395,63,28,-42,-75
-411,64,30,-40,-65
-420,66,34,-35,-53
-419,68,40,-31,-45
-407,69,45,-29,-42
-391,68,46,-30,-43
-379,67,41,-30,-45
-378,66,28,-30,-46
-390,65,10,-29,-47
-412,65,-7,-28,-49
-435,65,-19,-28,-50
-450,64,-23,-27,-51
-450,66,-20,-23,-48
-438,71,-12,-15,-42
-419,78,-3,-5,-32
-402,86,1,5,-24
-392,91,0,10,-22
-392,90,-6,7,-28
-401,84,-16,0,-38
-415,74,-25,-7,-46
-427,67,-31,-11,-48
-433,64,-32,-9,-44
-429,67,-27,-5,-36
-417,74,-17,-2,-31
-400,81,-5,-4,-33
-386,84,8,-10,-39
-380,83,19,-18,-47
-380,79,29,-23,-51
-383,72,36,-23,-47
-381,66,41,-20,-35
-371,64,44,-13,-20
-355,67,47,-4,-4
-342,76,50,6,10
-340,90,53,16,20
-350,106,55,25,26
-370,119,55,30,29
-387,128,54,28,30
-396,131,50,20,30
-394,130,44,9,30
-386,127,38,-1,30
-378,124,33,-10,29
-375,120,30,-16,26
-376,112,25,-20,19
-380,101,17,-25,8
-382,85,4,-30,-6
-380,69,-13,-34,-20
-373,54,-30,-37,-32
-362,46,-43,-40,-43
-348,45,-49,-42,-52
-332,47,-47,-47,-62
-318,47,-43,-54,-74
-309,43,-42,-62,-89
-309,32,-49,-70,-106
-320,17,-62,-78,-123
-340,2,-77,-85,-136
-365,-6,-86,-92,-144
-389,-8,-88,-97,-145
-405,-5,-83,-99,-142
-412,-1,-75,-96,-135
-407,1,-69,-87,-123
-393,-1,-66,-74,-107
-369,-3,-65,-58,-84
-338,-2,-61,-44,-57
-298,6,-52,-35,-30
-247,22,-37,-28,-7
-184,42,-20,-21,10
-111,63,-2,-8,25
-34,83,18,16,46
44,103,42,50,82
120,126,74,91,135
196,151,110,130,196
277,179,147,159,250
363,205,176,174,284
445,224,189,172,289
508,233,186,160,270
529,230,169,144,237
496,219,146,129,202
408,202,123,116,170
282,183,102,103,138
143,164,83,85,99
13,144,60,59,46
-101,122,31,24,-18
-204,98,-3,-16,-85
-309,73,-38,-56,-145
-425,49,-68,-88,-186
-548,31,-86,-107,-207
-661,20,-92,-114,-209
-747,17,-87,-111,-199
-795,21,-78,-102,-186
-806,28,-69,-93,-172
-793,37,-61,-85,-159
-767,44,-54,-77,-146
-737,49,-47,-67,-132
-700,52,-39,-54,-116
-651,55,-31,-39,-101
-587,59,-26,-26,-88
-511,62,-25,-17,-79
-435,65,-27,-13,-73
-373,67,-30,-12,-71
-333,68,-29,-14,-70
-317,68,-25,-14,-71
-318,68,-20,-14,-71
-325,69,-16,-15,-72
-331,72,-16,-17,-72
-331,74,-17,-20,-72
-325,77,-16,-24,-71
-315,79,-11,-27,-71
-305,79,-3,-29,-71
-299,78,3,-31,-74
-297,74,5,-33,-77
-303,69,-1,-37,-81
-313,63,-9,-42,-83
-326,57,-17,-47,-83
-337,53,-19,-51,-80
-342,53,-17,-52,-76
-339,56,-15,-53,-69
-331,64,-16,-53,-62
-320,73,-22,-52,-55
-310,82,-27,-52,-47
-302,88,-29,-51,-41
-294,91,-23,-50,-38
-284,91,-13,-49,-40
-273,89,-3,-49,-46
-261,88,4,-50,-54
-252,87,5,-54,-59
-252,87,2,-59,-61
-261,86,0,-64,-59
-276,84,1,-68,-55
-291,80,3,-70,-53
-297,76,6,-69,-55
-292,73,6,-66,-59
-278,71,3,-60,-64
-265,73,0,-53,-67
-261,76,0,-47,-65
-269,81,4,-44,-61
-285,86,10,-43,-56
-299,91,17,-44,-53
-303,94,22,-45,-53
-298,96,24,-45,-54
-292,96,24,-45,-54
-295,93,22,-45,-52
-314,89,19,-47,-48
-340,86,18,-49,-43
-360,85,20,-50,-41
-359,89,27,-49,-42
-335,96,38,-43,-44
-297,105,51,-35,-46
-261,113,61,-25,-45
-239,119,66,-16,-42
-235,126,68,-8,-36
-244,134,68,0,-28
-257,146,73,11,-16
-271,162,82,28,-1
-284,179,95,50,15
-296,192,108,75,32
-305,198,117,97,47
-306,197,122,115,61
-295,193,124,128,75
-271,189,128,138,91
-241,188,135,148,111
-215,189,143,158,136
-203,189,150,169,163
-208,183,153,179,190
-227,169,153,189,217
-254,146,155,197,243
-279,117,158,204,272
-296,86,164,208,302
-301,53,170,209,332
-298,20,171,205,360
-294,-14,167,194,383
-300,-50,157,179,399
-319,-91,145,161,408
-348,-136,132,142,412
-375,-185,119,124,410
-385,-237,104,106,403
-369,-291,85,85,391
-332,-343,60,60,372
-289,-391,30,30,347
-257,-431,-2,-3,319
-247,-463,-34,-34,293
-260,-487,-61,-60,272
-284,-504,-78,-77,257
-306,-517,-85,-85,248
-314,-527,-83,-84,241
-306,-533,-74,-78,231
-289,-532,-66,-71,215
-270,-523,-61,-67,191
-255,-504,-62,-72,161
-248,-476,-65,-86,126
-250,-443,-68,-107,88
-259,-407,-67,-132,47
-269,-371,-64,-156,1
-273,-333,-61,-176,-49
-266,-292,-60,-190,-103
-245,-247,-64,-200,-155
-215,-199,-69,-209,-199
-186,-154,-73,-219,-230
-169,-116,-74,-231,-248
-169,-91,-69,-243,-255
-185,-78,-61,-251,-256
-207,-71,-52,-254,-257
-221,-65,-41,-250,-259
-223,-54,-32,-239,-264
-213,-36,-27,-227,-268
-200,-15,-28,-217,-270
-192,3,-37,-212,-271
-192,12,-51,-210,-269
-198,13,-68,-210,-265
-202,10,-81,-207,-260
-201,7,-87,-199,-255
-195,10,-86,-188,-251
-188,18,-82,-175,-247
-186,28,-78,-163,-240
-191,34,-78,-151,-230
-200,35,-78,-138,-214
-210,30,-75,-123,-195
-216,24,-67,-106,-176
-218,21,-54,-89,-161
-214,21,-41,-77,-152
-201,25,-31,-71,-148
-179,30,-27,-69,-146
-149,32,-26,-69,-140
-120,31,-24,-66,-128
-103,30,-15,-59,-111
-104,30,1,-48,-93
-122,34,22,-39,-78
-148,42,41,-33,-69
-168,50,53,-32,-68
-174,55,53,-34,-70
-171,55,42,-35,-73
-172,51,24,-33,-73
-186,46,7,-27,-69
-216,44,-5,-19,-63
-249,45,-8,-13,-55
-268,50,-4,-10,-48
-262,56,4,-12,-42
-234,60,11,-16,-37
-201,61,15,-21,-34
-177,62,17,-23,-33
-171,63,18,-22,-33
-179,65,20,-19,-37
-192,68,22,-15,-42
-201,69,22,-15,-47
-209,68,17,-19,-49
-219,65,11,-28,-47
-233,61,5,-40,-41
-246,60,5,-50,-33
-250,63,11,-56,-24
-237,69,22,-55,-17
-210,76,30,-48,-13
-182,82,32,-39,-12
-167,82,27,-32,-14
-170,77,17,-29,-18
-188,70,9,-32,-26
-211,62,8,-36,-37
-226,56,13,-39,-50
-225,54,22,-38,-64
-210,55,30,-35,-74
-186,57,33,-31,-77
-163,61,29,-30,-74
-149,63,22,-32,-66
-146,63,14,-34,-56
-154,59,6,-35,-50
-165,52,0,-32,-48
-174,44,-8,-28,-51
-174,35,-16,-25,-56
-167,30,-26,-26,-60
-159,27,-34,-31,-61
-157,28,-40,-37,-59
-165,29,-43,-40,-53
-176,31,-42,-37,-46
-182,34,-38,-26,-37
-175,40,-31,-13,-26
-156,49,-21,-3,-14
-133,61,-10,2,-4
-120,72,0,-1,4
-122,78,5,-8,6
-136,76,5,-17,4
-151,67,-1,-23,-4
-159,53,-9,-27,-12
-157,40,-17,-27,-20
-152,31,-23,-27,-24
-153,26,-26,-25,-25
-163,23,-25,-22,-23
-178,21,-22,-19,-22
-190,19,-17,-15,-23
-190,16,-11,-13,-28
-180,13,-4,-13,-36
-167,10,3,-14,-43
-159,9,9,-17,-48
-161,7,14,-20,-48
-171,3,17,-21,-46
-187,-2,17,-23,-43
-202,-10,14,-26,-41
-212,-19,10,-30,-42
-214,-29,6,-36,-44
-209,-38,4,-40,-45
-202,-46,6,-42,-44
-197,-49,12,-41,-39
-200,-47,21,-37,-32
-209,-40,32,-35,-25
-221,-32,41,-37,-20
-225,-25,45,-43,-17
-212,-22,45,-51,-17
-181,-20,41,-58,-19
-144,-18,37,-60,-20
-117,-14,36,-56,-19
-114,-8,40,-49,-17
-134,-2,46,-41,-15
-166,0,51,-34,-16
-190,-4,51,-29,-18
-194,-11,45,-24,-22
-178,-19,36,-18,-23
-157,-21,28,-12,-19
-146,-20,25,-5,-9
-155,-16,28,1,5
-177,-16,33,4,16
-198,-20,35,5,21
-203,-29,32,4,18
-188,-37,24,4,9
-161,-42,16,5,-1
-136,-42,12,7,-6
-123,-39,13,8,-3
-123,-37,19,10,5
-128,-37,25,12,15
-128,-37,30,13,21
-117,-34,34,15,20
-101,-29,35,16,13
-88,-24,36,15,3
-87,-22,35,15,-4
-100,-24,33,16,-6
-120,-31,30,19,-2
-135,-37,27,22,5
-139,-39,27,23,10
-132,-37,28,23,11
-122,-34,32,20,9
-117,-31,36,17,9
-118,-29,40,17,13
-121,-28,43,19,22
-119,-25,44,23,34
-109,-19,43,23,42
-96,-14,39,20,44
-90,-12,34,14,41
-97,-16,29,9,36
-113,-24,28,9,35
-129,-32,33,13,40
-132,-37,43,20,46
-119,-38,54,25,48
-99,-39,61,25,43
-86,-42,58,22,32
-94,-48,46,20,23
-123,-54,28,20,20
-157,-57,9,25,26
-177,-56,-6,29,38
-170,-51,-17,30,49
-141,-48,-23,25,53
-106,-49,-25,14,52
-88,-56,-21,4,49
-96,-64,-11,-1,51
-123,-70,5,2,59
-148,-69,24,12,71
-152,-63,41,22,80
-132,-57,52,29,82
-101,-55,54,31,76
-83,-59,51,31,70
-92,-66,47,32,69
-124,-73,45,38,76
-156,-76,45,46,88
-164,-74,42,53,96
-137,-72,34,56,96
-92,-73,18,52,86
-56,-80,-2,44,73
-54,-90,-19,39,64
-89,-101,-27,39,67
-137,-107,-24,46,81
-167,-105,-15,54,102
-159,-97,-4,61,120
-117,-86,3,62,132
-68,-74,7,57,135
-43,-66,9,50,134
-51,-60,12,45,133
-82,-58,18,43,134
-110,-59,26,43,136
-114,-64,35,45,134
-92,-73,40,43,126
-61,-85,38,37,110
-38,-100,29,28,91
-33,-115,12,19,74
-40,-128,-6,13,67
-48,-135,-20,13,72
-47,-136,-24,20,85
-37,-131,-15,32,102
-28,-122,5,44,114
-25,-112,28,53,119
-24,-103,45,58,118
-17,-96,51,58,117
1,-93,47,56,120
28,-92,40,55,128
52,-94,36,54,138
61,-99,38,54,144
53,-106,44,51,142
35,-116,48,45,130
22,-128,43,37,113
22,-141,30,28,97
35,-151,12,21,88
50,-158,-4,18,89
58,-162,-12,19,96
57,-161,-12,22,105
52,-159,-9,26,110
51,-156,-8,29,107
55,-155,-12,31,100
56,-157,-19,30,92
44,-162,-27,29,89
19,-172,-32,27,91
-12,-182,-33,26,98
-31,-192,-32,26,103
-27,-197,-32,29,104
-1,-197,-34,34,99
29,-191,-37,40,92
45,-182,-38,46,87
34,-174,-37,50,88
2,-168,-32,51,94
-31,-166,-26,49,102
-46,-168,-21,46,106
-36,-171,-20,41,102
-11,-174,-22,36,94
6,-177,-26,32,85
1,-180,-29,29,79
-29,-181,-28,28,77
-68,-181,-22,29,79
-94,-180,-12,32,82
-95,-176,-2,37,83
-71,-170,5,43,83
-41,-161,10,48,84
-23,-150,14,51,85
-28,-139,18,52,87
-50,-127,24,50,87
-75,-117,29,46,84
-87,-109,31,43,76
-83,-103,29,42,65
-69,-98,24,44,54
-59,-93,18,47,46
-63,-89,13,51,42
-84,-85,12,54,44
-113,-80,14,58,49
-140,-75,19,61,55
-154,-69,23,65,60
-154,-62,27,69,61
-143,-55,29,71,57
-128,-50,29,70,49
-116,-49,28,63,41
-111,-49,25,53,35
-113,-52,22,44,33
-118,-54,19,40,34
-119,-56,18,42,36
-115,-55,18,50,37
-106,-53,18,58,35
-96,-48,18,64,31
-93,-42,15,65,28
-100,-33,13,64,25
-117,-22,14,63,23
-134,-10,20,66,20
-142,1,31,71,16
-132,9,46,77,8
-108,13,60,79,-1
-79,12,67,74,-9
-61,8,68,66,-16
-65,4,63,60,-19
-91,2,58,59,-19
-127,5,57,65,-16
-156,12,63,76,-11
-165,23,76,87,-5
-154,36,90,94,2
-132,49,104,96,8
-117,59,113,95,13
-117,69,120,95,16
-135,79,125,98,18
-159,91,130,103,17
-175,102,135,106,13
-173,111,139,103,7
-152,112,139,94,1
-124,105,135,81,-6
-100,92,127,65,-14
-90,78,116,51,-23
-95,66,107,38,-33
-109,59,101,27,-43
-123,58,100,15,-53
-132,61,105,4,-58
-135,65,113,-5,-59
-131,68,120,-8,-57
-124,67,122,-5,-53
-114,61,116,1,-53
-102,53,103,7,-56
-88,45,90,9,-62
-73,39,81,6,-67
-62,40,83,1,-70
-54,47,93,-4,-68
-52,57,108,-6,-64
-51,64,119,-5,-61
-50,64,120,-4,-60
-45,55,112,-5,-61
-38,43,98,-7,-62
-32,32,86,-9,-61
-33,28,80,-10,-56
-42,31,83,-11,-52
-59,37,91,-11,-51
-77,40,100,-13,-55
-92,38,108,-16,-61
-100,33,113,-18,-68
-102,28,118,-15,-70
-99,29,124,-8,-67
-94,36,132,2,-61
-86,45,139,13,-56
-71,54,143,18,-55
-49,58,140,18,-58
-25,58,133,13,-60
-8,56,123,7,-61
-6,54,115,1,-58
-23,53,111,-3,-54
-51,51,110,-6,-51
-78,49,110,-9,-52
-93,47,108,-14,-56
-94,46,104,-19,-64
-86,45,98,-24,-73
-80,46,92,-28,-83
-84,46,88,-29,-92
-94,45,87,-29,-98
-101,43,88,-28,-102
-96,43,88,-27,-102
-77,44,85,-26,-98
-50,49,82,-24,-92
-25,56,81,-20,-83
-7,62,85,-13,-72
6,68,96,-4,-58
25,73,113,6,-41
61,79,131,16,-23
116,85,147,26,-1
189,94,160,37,27
271,106,175,55,63
357,122,197,81,112
445,145,229,114,168
537,172,266,148,223
629,202,298,173,265
712,227,313,183,284
775,241,303,174,277
803,239,273,151,250
791,224,234,123,214
741,200,198,96,176
663,173,170,77,141
567,150,149,63,107
456,132,126,49,69
331,117,93,31,25
192,102,50,7,-24
41,85,2,-21,-73
-114,68,-43,-49,-116
-261,50,-77,-72,-148
-386,34,-97,-87,-169
-481,20,-107,-94,-180
-540,10,-107,-94,-181
-565,4,-100,-87,-173
-560,4,-85,-76,-156
-531,10,-62,-62,-131
-486,24,-35,-48,-103
-432,43,-9,-36,-77
-374,63,11,-29,-56
-316,80,22,-25,-40
-258,91,25,-25,-29
-203,95,24,-25,-20
-153,95,24,-23,-13
-110,93,23,-18,-8
-78,92,20,-12,-7
-58,92,13,-5,-12
-45,91,2,0,-21
-38,89,-8,2,-30
-30,86,-13,2,-37
-22,84,-10,1,-40
-14,83,-2,1,-40
-9,84,6,3,-39
-8,85,10,5,-38
-10,84,9,8,-37
-13,81,4,8,-37
-14,76,-2,6,-36
-12,71,-5,2,-38
-9,67,-7,-3,-42
-6,64,-8,-7,-48
-1,61,-7,-11,-52
9,59,-4,-12,-51
25,58,3,-12,-43
44,61,16,-9,-30
59,70,31,-6,-14
59,81,43,-2,0
42,91,49,0,8
14,97,49,0,10
-9,97,45,0,5
-12,93,41,1,-2
11,89,39,3,-10
52,85,37,5,-15
92,82,31,7,-17
112,76,19,7,-17
106,68,5,5,-16
81,57,-9,-1,-18
52,47,-17,-7,-26
31,40,-18,-14,-38
21,39,-15,-18,-50
16,41,-10,-20,-58
10,44,-6,-18,-56
4,47,-2,-15,-46
5,49,4,-11,-32
17,51,13,-8,-21
39,54,22,-8,-17
60,55,26,-12,-23
70,53,22,-20,-35
64,45,10,-29,-48
47,36,-5,-38,-58
32,28,-14,-42,-62
29,28,-13,-40,-60
37,37,-1,-34,-56
47,50,16,-26,-52
49,61,30,-20,-50
39,64,36,-17,-50
23,59,33,-18,-51
11,49,25,-20,-52
11,42,20,-21,-51
24,41,23,-19,-52
42,47,33,-16,-54
55,55,45,-17,-57
58,59,53,-21,-61
53,54,53,-30,-64
49,42,46,-41,-64
52,31,36,-49,-64
65,26,27,-51,-65
83,29,22,-49,-67
99,38,19,-42,-69
103,49,19,-34,-68
95,56,19,-27,-62
79,59,20,-21,-51
64,60,24,-17,-38
58,61,28,-14,-30
62,63,32,-13,-29
71,67,33,-15,-35
76,70,29,-18,-44
70,70,23,-21,-51
52,69,20,-24,-51
27,69,23,-24,-47
4,72,32,-22,-42
-8,76,44,-21,-40
-5,77,56,-22,-44
10,75,63,-25,-50
29,70,66,-29,-55
46,65,67,-33,-56
56,64,67,-34,-52
58,70,69,-34,-46
54,79,70,-35,-42
48,85,69,-37,-43
42,86,66,-40,-49
40,79,63,-43,-56
42,68,60,-45,-61
47,57,59,-44,-60
53,50,60,-42,-56
60,48,62,-40,-49
68,48,62,-41,-44
77,47,60,-44,-42
90,45,54,-48,-44
105,41,47,-49,-47
117,38,37,-48,-50
119,38,29,-42,-48
108,42,23,-35,-42
85,48,22,-28,-34
58,54,26,-23,-27
40,57,32,-19,-26
37,57,36,-18,-32
51,54,35,-21,-43
72,48,26,-27,-56
87,41,13,-34,-65
87,35,-1,-40,-66
74,31,-9,-41,-60
57,31,-7,-36,-48
50,34,4,-26,-36
59,39,21,-15,-29
82,45,38,-7,-28
105,53,48,-5,-32
116,61,52,-7,-35
107,68,52,-10,-32
84,76,54,-8,-20
62,84,62,0,0
55,92,78,12,22
71,99,96,23,38
102,103,112,26,43
135,105,117,20,35
153,102,111,6,19
149,94,98,-10,-1
127,82,84,-23,-17
102,66,75,-29,-27
86,49,72,-28,-33
85,32,73,-24,-36
94,20,73,-19,-39
103,13,71,-15,-40
103,15,69,-11,-39
94,26,70,-4,-34
81,41,77,5,-26
71,58,89,15,-20
67,71,100,21,-18
67,77,107,22,-23
66,75,108,17,-31
62,69,105,8,-39
60,62,103,1,-43
64,55,104,-3,-41
77,50,109,-3,-37
95,46,115,-1,-33
111,40,119,0,-32
117,33,119,1,-35
114,25,119,1,-39
104,19,120,5,-42
96,18,128,14,-40
93,21,140,28,-33
94,29,156,44,-22
99,39,172,54,-11
103,47,184,56,-3
108,52,191,47,-3
115,52,192,31,-11
124,45,186,13,-24
131,34,174,-4,-37
134,20,156,-15,-47
131,8,134,-23,-51
124,0,113,-30,-49
119,-1,97,-38,-45
123,2,89,-45,-42
133,8,92,-49,-40
145,12,100,-47,-41
149,14,110,-39,-43
140,13,116,-27,-44
121,8,115,-16,-45
102,4,108,-9,-46
94,-1,98,-8,-47
103,-3,88,-11,-48
123,-5,80,-14,-49
142,-6,73,-18,-50
149,-7,68,-22,-51
141,-9,62,-28,-53
126,-13,56,-37,-55
116,-18,50,-47,-58
118,-22,45,-54,-59
128,-23,41,-55,-56
137,-20,38,-51,-49
132,-13,37,-44,-39
113,-4,37,-38,-29
85,2,39,-38,-22
63,2,43,-45,-22
57,-5,46,-54,-28
69,-17,48,-65,-40
93,-29,48,-72,-53
118,-38,46,-76,-66
137,-40,44,-78,-74
144,-35,46,-78,-75
142,-27,52,-77,-70
133,-17,61,-75,-60
126,-8,71,-70,-47
125,1,80,-62,-36
133,10,86,-55,-29
148,18,86,-51,-29
161,23,80,-52,-34
158,24,68,-57,-41
134,21,54,-65,-46
93,15,41,-70,-45
54,11,35,-72,-38
34,12,36,-70,-27
45,17,45,-66,-18
81,24,59,-64,-17
124,30,75,-65,-23
153,31,90,-69,-36
160,28,104,-71,-50
148,26,116,-69,-57
131,26,128,-60,-56
118,31,137,-48,-48
115,39,142,-36,-38
116,46,140,-30,-32
115,50,134,-32,-32
113,51,128,-39,-37
112,51,126,-47,-42
119,52,131,-53,-44
133,56,141,-53,-42
147,61,152,-50,-38
154,63,158,-45,-36
153,60,156,-42,-38
150,55,144,-42,-45
154,48,128,-44,-53
170,43,112,-46,-59
192,43,100,-48,-57
206,48,94,-48,-48
203,56,94,-44,-33
183,65,97,-38,-17
160,72,100,-31,-5
147,76,101,-24,0
155,77,99,-20,-2
178,74,95,-20,-8
199,70,91,-23,-13
206,66,89,-25,-15
191,64,88,-24,-14
162,65,87,-19,-14
131,68,85,-11,-18
111,69,79,-4,-29
106,67,66,-3,-43
114,59,48,-8,-57
128,47,28,-19,-67
142,37,10,-30,-73
152,31,-2,-38,-75
158,31,-8,-42,-75
161,35,-9,-44,-77
162,38,-8,-46,-77
163,37,-8,-51,-75
167,31,-8,-57,-70
173,23,-6,-62,-62
183,19,-1,-62,-53
195,23,9,-55,-45
209,34,18,-44,-40
224,46,24,-34,-37
235,53,25,-29,-36
238,51,20,-30,-36
231,44,15,-34,-37
214,38,12,-34,-36
192,39,14,-26,-33
175,48,18,-12,-27
171,61,19,1,-19
180,71,13,6,-11
198,73,1,2,-7
213,68,-13,-9,-7
217,62,-25,-20,-12
209,60,-30,-21,-18
196,67,-29,-11,-20
188,80,-23,8,-17
190,95,-14,30,-7
202,107,0,52,7
217,118,19,71,24
227,130,45,90,41
228,148,74,110,57
222,169,103,133,73
210,189,125,156,90
198,203,137,175,107
191,206,143,189,125
190,200,145,196,143
195,187,148,200,160
202,172,152,203,177
201,155,156,206,195
187,135,158,210,215
159,111,156,216,238
126,81,151,220,264
106,47,143,222,289
111,10,133,219,312
141,-28,120,210,330
182,-69,102,195,343
213,-113,82,177,350
217,-160,60,158,356
194,-208,40,140,360
157,-255,25,125,364
128,-297,14,110,364
121,-335,6,93,359
137,-371,-5,74,348
165,-406,-22,53,330
191,-442,-44,30,309
207,-477,-70,6,288
211,-508,-93,-18,268
213,-530,-112,-41,250
217,-542,-122,-59,234
228,-544,-124,-68,222
241,-538,-122,-68,213
252,-527,-118,-59,208
254,-512,-116,-46,203
245,-493,-116,-35,196
228,-468,-120,-31,181
213,-435,-125,-35,153
210,-393,-133,-47,112
224,-344,-143,-63,59
254,-292,-156,-85,1
288,-242,-171,-111,-57
313,-200,-186,-141,-108
317,-165,-198,-170,-149
302,-137,-202,-194,-178
282,-111,-200,-207,-196
273,-86,-193,-205,-206
285,-60,-185,-192,-209
314,-36,-177,-173,-208
344,-15,-172,-154,-207
359,2,-166,-139,-206
351,19,-159,-130,-207
325,35,-150,-125,-208
293,53,-141,-123,-209
268,71,-135,-124,-211
258,85,-131,-127,-211
263,95,-126,-132,-211
275,101,-117,-135,-210
289,105,-102,-136,-207
298,110,-85,-135,-201
298,116,-69,-132,-193
288,120,-60,-130,-186
270,120,-58,-130,-180
249,112,-61,-129,-177
233,98,-63,-127,-177
227,81,-62,-120,-176
229,64,-59,-111,-172
232,49,-55,-98,-163
232,38,-53,-86,-149
225,33,-54,-76,-134
217,31,-54,-69,-121
215,32,-52,-66,-114
222,31,-49,-65,-111
232,25,-47,-65,-112
233,13,-49,-63,-111
217,-1,-55,-57,-107
186,-12,-64,-46,-100
156,-15,-69,-33,-93
147,-7,-70,-22,-88
168,5,-68,-18,-88
214,13,-67,-23,-90
260,13,-70,-36,-89
282,2,-78,-50,-82
269,-11,-87,-60,-69
228,-20,-91,-61,-53
182,-20,-88,-54,-38
155,-12,-81,-43,-28
156,-2,-74,-33,-25
180,7,-72,-29,-28
208,11,-76,-33,-33
222,13,-81,-40,-37
215,16,-83,-47,-40
192,22,-78,-50,-38
166,28,-66,-49,-33
151,32,-51,-44,-24
155,34,-37,-37,-13
177,34,-23,-33,-3
209,35,-10,-30,3
239,38,5,-31,4
258,41,18,-34,-1
259,39,27,-38,-11
241,31,28,-43,-19
212,18,23,-47,-23
187,5,15,-50,-21
177,-3,12,-48,-13
191,-2,18,-44,-3
222,6,32,-37,4
256,18,50,-29,6
